time,y_scalar,y_gain
7.73,0.9910378796,1.982075759
7.74,0.9923241172,1.984648234
7.75,0.9935111233,1.987022247
7.76,0.9945987791,1.989197558
7.77,0.9955869759,1.991173952
7.78,0.9964756147,1.992951229
7.79,0.9972646069,1.994529214
7.8,0.9979538734,1.995907747
7.81,0.9985433454,1.997086691
7.82,0.9990329638,1.998065928
7.83,0.9994226798,1.99884536
7.84,0.9997124544,1.999424909
7.85,0.9999022585,1.999804517
7.86,0.9999920733,1.999984147
7.87,0.9999818897,1.999963779
7.88,0.9998717087,1.999743417
7.89,0.9996615414,1.999323083
7.9,0.9993514088,1.998702818
7.91,0.9989413418,1.997882684
7.92,0.9984313816,1.996862763
7.93,0.9978215791,1.995643158
7.94,0.9971119952,1.99422399
7.95,0.9963027009,1.992605402
7.96,0.9953937773,1.990787555
7.97,0.994385315,1.98877063
7.98,0.9932774151,1.98655483
7.99,0.9920701882,1.984140376
8,0.9907637552,1.98152751
8.01,0.9893582466,1.978716493
8.02,0.987853803,1.975707606
8.03,0.9862505749,1.97250115
8.04,0.9845487225,1.969097445
8.05,0.9827484161,1.965496832
8.06,0.9808498356,1.961699671
8.07,0.978853171,1.957706342
8.08,0.9767586219,1.953517244
8.09,0.9745663977,1.949132795
8.1,0.9722767177,1.944553435
8.11,0.9698898108,1.939779622
8.12,0.9674059158,1.934811832
8.13,0.964825281,1.929650562
8.14,0.9621481645,1.924296329
8.15,0.9593748339,1.918749668
8.16,0.9565055667,1.913011133
8.17,0.9535406497,1.907081299
8.18,0.9504803794,1.900960759
8.19,0.9473250619,1.894650124
8.2,0.9440750126,1.888150025
8.21,0.9407305567,1.881461113
8.22,0.9372920285,1.874584057
8.23,0.9337597718,1.867519544
8.24,0.93013414,1.86026828
8.25,0.9264154955,1.852830991
8.26,0.9226042102,1.84520842
8.27,0.9187006653,1.837401331
8.28,0.9147052511,1.829410502
8.29,0.9106183671,1.821236734
8.3,0.9064404221,1.812880844
8.31,0.9021718338,1.804343668
8.32,0.897813029,1.795626058
8.33,0.8933644437,1.786728887
8.34,0.8888265226,1.777653045
8.35,0.8841997197,1.768399439
8.36,0.8794844975,1.758968995
8.37,0.8746813276,1.749362655
8.38,0.8697906904,1.739581381
8.39,0.8648130747,1.729626149
8.4,0.8597489785,1.719497957
8.41,0.8545989081,1.709197816
8.42,0.8493633785,1.698726757
8.43,0.8440429133,1.688085827
8.44,0.8386380445,1.677276089
8.45,0.8331493126,1.666298625
8.46,0.8275772664,1.655154533
8.47,0.8219224633,1.643844927
8.48,0.8161854685,1.632370937
8.49,0.8103668559,1.620733712
8.5,0.8044672073,1.608934415
8.51,0.7984871126,1.596974225
8.52,0.7924271699,1.58485434
8.53,0.7862879851,1.57257597
8.54,0.7800701722,1.560140344
8.55,0.7737743529,1.547548706
8.56,0.7674011569,1.534802314
8.57,0.7609512213,1.521902443
8.58,0.7544251913,1.508850383
8.59,0.7478237194,1.495647439
8.6,0.7411474657,1.482294931
8.61,0.7343970979,1.468794196
8.62,0.727573291,1.455146582
8.63,0.7206767273,1.441353455
8.64,0.7137080966,1.427416193
8.65,0.7066680957,1.413336191
8.66,0.6995574286,1.399114857
8.67,0.6923768063,1.384753613
8.68,0.6851269469,1.370253894
8.69,0.6778085754,1.355617151
8.7,0.6704224236,1.340844847
8.71,0.6629692301,1.32593846
8.72,0.6554497402,1.31089948
8.73,0.6478647059,1.295729412
8.74,0.6402148857,1.280429771
8.75,0.6325010445,1.265002089
8.76,0.6247239538,1.249447908
8.77,0.6168843911,1.233768782
8.78,0.6089831406,1.217966281
8.79,0.6010209922,1.202041984
8.8,0.5929987422,1.185997484
8.81,0.5849171929,1.169834386
8.82,0.5767771523,1.153554305
8.83,0.5685794345,1.137158869
8.84,0.5603248592,1.120649718
8.85,0.5520142519,1.104028504
8.86,0.5436484437,1.087296887
8.87,0.535228271,1.070456542
8.88,0.526754576,1.053509152
8.89,0.5182282059,1.036456412
8.9,0.5096500135,1.019300027
8.91,0.5010208565,1.002041713
8.92,0.4923415978,0.9846831956
8.93,0.4836131053,0.9672262106
8.94,0.474836252,0.949672504
8.95,0.4660119154,0.9320238308
8.96,0.457140978,0.914281956
8.97,0.4482243269,0.8964486538
8.98,0.4392628538,0.8785257076
8.99,0.4302574547,0.8605149094
9,0.4212090303,0.8424180606
9.01,0.4121184852,0.8242369704
9.02,0.4029867287,0.8059734574
9.03,0.3938146739,0.7876293478
9.04,0.3846032379,0.7692064758
9.05,0.3753533419,0.7507066838
9.06,0.3660659109,0.7321318218
9.07,0.3567418736,0.7134837472
9.08,0.3473821624,0.6947643248
9.09,0.3379877132,0.6759754264
9.1,0.3285594656,0.6571189312
9.11,0.3190983623,0.6381967246
9.12,0.3096053495,0.619210699
9.13,0.3000813764,0.6001627528
9.14,0.2905273953,0.5810547906
9.15,0.2809443618,0.5618887236
9.16,0.2713332341,0.5426664682
9.17,0.2616949733,0.5233899466
9.18,0.2520305432,0.5040610864
9.19,0.2423409103,0.4846818206
9.2,0.2326270434,0.4652540868
9.21,0.2228899141,0.4457798282
9.22,0.213130496,0.426260992
9.23,0.2033497649,0.4066995298
9.24,0.1935486991,0.3870973982
9.25,0.1837282786,0.3674565572
9.26,0.1738894854,0.3477789708
9.27,0.1640333034,0.3280666068
9.28,0.1541607182,0.3083214364
9.29,0.144272717,0.288545434
9.3,0.1343702887,0.2687405774
9.31,0.1244544235,0.248908847
9.32,0.114526113,0.229052226
9.33,0.1045863499,0.2091726998
9.34,0.09463612827,0.1892722565
9.35,0.08467644311,0.1693528862
9.36,0.07470829039,0.1494165808
9.37,0.0647326669,0.1294653338
9.38,0.05475057019,0.1095011404
9.39,0.04476299848,0.08952599696
9.4,0.0347709505,0.069541901
9.41,0.02477542545,0.0495508509
9.42,0.01477742289,0.02955484578
9.43,0.00477794259,0.00955588518
9.44,-0.005222015497,-0.01044403099
9.45,-0.01522145139,-0.03044290278
9.46,-0.02521936514,-0.05043873028
9.47,-0.03521475699,-0.07042951398
9.48,-0.04520662738,-0.09041325476
9.49,-0.05519397715,-0.1103879543
9.5,-0.06517580757,-0.1303516151
9.51,-0.07515112046,-0.1503022409
9.52,-0.0851189183,-0.1702378366
9.53,-0.09507820433,-0.1901564087
9.54,-0.1050279826,-0.2100559652
9.55,-0.1149672582,-0.2299345164
9.56,-0.1248950371,-0.2497900742
9.57,-0.1348103267,-0.2696206534
9.58,-0.1447121353,-0.2894242706
9.59,-0.1545994728,-0.3091989456
9.6,-0.1644713505,-0.328942701
9.61,-0.1743267812,-0.3486535624
9.62,-0.1841647794,-0.3683295588
9.63,-0.1939843613,-0.3879687226
9.64,-0.2037845448,-0.4075690896
9.65,-0.2135643501,-0.4271287002
9.66,-0.2233227992,-0.4466455984
9.67,-0.2330589161,-0.4661178322
9.68,-0.2427717274,-0.4855434548
9.69,-0.2524602616,-0.5049205232
9.7,-0.2621235501,-0.5242471002
9.71,-0.2717606264,-0.5435212528
9.72,-0.2813705269,-0.5627410538
9.73,-0.2909522906,-0.5819045812
9.74,-0.3005049592,-0.6010099184
9.75,-0.3100275777,-0.6200551554
9.76,-0.3195191936,-0.6390383872
9.77,-0.3289788579,-0.6579577158
9.78,-0.3384056246,-0.6768112492
9.79,-0.347798551,-0.695597102
9.8,-0.3571566978,-0.7143133956
9.81,-0.3664791293,-0.7329582586
9.82,-0.3757649131,-0.7515298262
9.83,-0.3850131208,-0.7700262416
9.84,-0.3942228274,-0.7884456548
9.85,-0.4033931122,-0.8067862244
9.86,-0.4125230579,-0.8250461158
9.87,-0.4216117517,-0.8432235034
9.88,-0.4306582847,-0.8613165694
9.89,-0.4396617522,-0.8793235044
9.9,-0.4486212538,-0.8972425076
9.91,-0.4575358938,-0.9150717876
9.92,-0.4664047805,-0.932809561
9.93,-0.4752270271,-0.9504540542
9.94,-0.4840017515,-0.968003503
9.95,-0.492728076,-0.985456152
9.96,-0.5014051282,-1.002810256
9.97,-0.5100320402,-1.02006408
9.98,-0.5186079495,-1.037215899
9.99,-0.5271319985,-1.054263997
10,-0.5356033346,-1.071206669
