time,x,u
7.79,0.1213548213,0.1194129884
7.8,0.1213354997,0.1194129884
7.81,0.1213158957,0.1193652824
7.82,0.1212964868,0.1193652824
7.83,0.121277271,0.1193652824
7.84,0.1212582464,0.1193652824
7.85,0.1212394111,0.1193652824
7.86,0.1212207632,0.1193652824
7.87,0.1212023009,0.1193652824
7.88,0.1211840222,0.1193652824
7.89,0.1211659255,0.1193652824
7.9,0.1211480088,0.1193652824
7.91,0.1211298301,0.1193210334
7.92,0.1211118322,0.1193210334
7.93,0.1210940135,0.1193210334
7.94,0.121076372,0.1193210334
7.95,0.1210589061,0.1193210334
7.96,0.121041614,0.1193210334
7.97,0.1210244939,0.1193210334
7.98,0.1210075442,0.1193210334
7.99,0.1209907632,0.1193210334
8,0.1209741491,0.1193210334
8.01,0.1209572921,0.1192800105
8.02,0.1209406029,0.1192800105
8.03,0.1209240797,0.1192800105
8.04,0.120907721,0.1192800105
8.05,0.120891525,0.1192800105
8.06,0.1208754901,0.1192800105
8.07,0.1208596148,0.1192800105
8.08,0.1208438975,0.1192800105
8.09,0.1208283366,0.1192800105
8.1,0.1208129305,0.1192800105
8.11,0.1207972991,0.1192419603
8.12,0.1207818232,0.1192419603
8.13,0.1207665013,0.1192419603
8.14,0.1207513319,0.1192419603
8.15,0.1207363134,0.1192419603
8.16,0.1207214443,0.1192419603
8.17,0.1207067232,0.1192419603
8.18,0.1206921486,0.1192419603
8.19,0.120677719,0.1192419603
8.2,0.1206634329,0.1192419603
8.21,0.1206489378,0.1192066595
8.22,0.1206345869,0.1192066595
8.23,0.1206203788,0.1192066595
8.24,0.120606312,0.1192066595
8.25,0.1205923853,0.1192066595
8.26,0.1205785971,0.1192066595
8.27,0.120564946,0.1192066595
8.28,0.1205514309,0.1192066595
8.29,0.1205380502,0.1192066595
8.3,0.1205248026,0.1192066595
8.31,0.1205113617,0.1191739738
8.32,0.1204980544,0.1191739738
8.33,0.1204848796,0.1191739738
8.34,0.1204718359,0.1191739738
8.35,0.1204589219,0.1191739738
8.36,0.1204461365,0.1191739738
8.37,0.1204334783,0.1191739738
8.38,0.120420946,0.1191739738
8.39,0.1204085384,0.1191739738
8.4,0.1203962543,0.1191739738
8.41,0.1203837906,0.1191436425
8.42,0.1203714509,0.1191436425
8.43,0.120359234,0.1191436425
8.44,0.1203471387,0.1191436425
8.45,0.1203351637,0.1191436425
8.46,0.1203233079,0.1191436425
8.47,0.12031157,0.1191436425
8.48,0.1202999489,0.1191436425
8.49,0.1202884435,0.1191436425
8.5,0.1202770525,0.1191436425
8.51,0.120265495,0.1191155091
8.52,0.1202540524,0.1191155091
8.53,0.1202427237,0.1191155091
8.54,0.1202315078,0.1191155091
8.55,0.1202204034,0.1191155091
8.56,0.1202094095,0.1191155091
8.57,0.120198525,0.1191155091
8.58,0.1201877488,0.1191155091
8.59,0.1201770799,0.1191155091
8.6,0.1201665171,0.1191155091
8.61,0.1201557997,0.1190894172
8.62,0.1201451891,0.1190894172
8.63,0.120134684,0.1190894172
8.64,0.1201242834,0.1190894172
8.65,0.1201139863,0.1190894172
8.66,0.1201037917,0.1190894172
8.67,0.1200936985,0.1190894172
8.68,0.1200837057,0.1190894172
8.69,0.1200738124,0.1190894172
8.7,0.1200640175,0.1190894172
8.71,0.1200540793,0.1190652251
8.72,0.1200442401,0.1190652251
8.73,0.1200344987,0.1190652251
8.74,0.1200248543,0.1190652251
8.75,0.1200153058,0.1190652251
8.76,0.1200058523,0.1190652251
8.77,0.1199964929,0.1190652251
8.78,0.1199872267,0.1190652251
8.79,0.1199780526,0.1190652251
8.8,0.1199689698,0.1190652251
8.81,0.1199597543,0.1190428063
8.82,0.1199506306,0.1190428063
8.83,0.1199415976,0.1190428063
8.84,0.1199326544,0.1190428063
8.85,0.1199238003,0.1190428063
8.86,0.1199150343,0.1190428063
8.87,0.1199063555,0.1190428063
8.88,0.119897763,0.1190428063
8.89,0.119889256,0.1190428063
8.9,0.1198808337,0.1190428063
8.91,0.1198722882,0.1190220043
8.92,0.1198638278,0.1190220043
8.93,0.1198554515,0.1190220043
8.94,0.1198471585,0.1190220043
8.95,0.1198389481,0.1190220043
8.96,0.1198308194,0.1190220043
8.97,0.1198227716,0.1190220043
8.98,0.1198148038,0.1190220043
8.99,0.1198069153,0.1190220043
9,0.1197991053,0.1190220043
9.01,0.119791181,0.1190027073
9.02,0.1197833356,0.1190027073
9.03,0.1197755682,0.1190027073
9.04,0.1197678781,0.1190027073
9.05,0.1197602645,0.1190027073
9.06,0.1197527267,0.1190027073
9.07,0.1197452639,0.1190027073
9.08,0.1197378753,0.1190027073
9.09,0.1197305603,0.1190027073
9.1,0.119723318,0.1190027073
9.11,0.1197159698,0.1189848185
9.12,0.1197086948,0.1189848185
9.13,0.1197014921,0.1189848185
9.14,0.1196943611,0.1189848185
9.15,0.119687301,0.1189848185
9.16,0.1196803112,0.1189848185
9.17,0.1196733909,0.1189848185
9.18,0.1196665395,0.1189848185
9.19,0.1196597563,0.1189848185
9.2,0.1196530405,0.1189848185
9.21,0.1196462266,0.1189682335
9.22,0.1196394804,0.1189682335
9.23,0.1196328014,0.1189682335
9.24,0.1196261889,0.1189682335
9.25,0.1196196421,0.1189682335
9.26,0.1196131605,0.1189682335
9.27,0.1196067433,0.1189682335
9.28,0.1196003901,0.1189682335
9.29,0.1195941,0.1189682335
9.3,0.1195878725,0.1189682335
9.31,0.119581554,0.1189528555
9.32,0.1195752984,0.1189528555
9.33,0.1195691049,0.1189528555
9.34,0.1195629732,0.1189528555
9.35,0.1195569024,0.1189528555
9.36,0.119550892,0.1189528555
9.37,0.1195449415,0.1189528555
9.38,0.1195390501,0.1189528555
9.39,0.1195332174,0.1189528555
9.4,0.1195274427,0.1189528555
9.41,0.1195215836,0.1189385951
9.42,0.1195157827,0.1189385951
9.43,0.1195100396,0.1189385951
9.44,0.1195043536,0.1189385951
9.45,0.1194987242,0.1189385951
9.46,0.1194931509,0.1189385951
9.47,0.1194876329,0.1189385951
9.48,0.1194821699,0.1189385951
9.49,0.1194767613,0.1189385951
9.5,0.1194714064,0.1189385951
9.51,0.1194659733,0.1189253703
9.52,0.1194605942,0.1189253703
9.53,0.1194552686,0.1189253703
9.54,0.1194499961,0.1189253703
9.55,0.1194447759,0.1189253703
9.56,0.1194396078,0.1189253703
9.57,0.119434491,0.1189253703
9.58,0.1194294252,0.1189253703
9.59,0.1194244098,0.1189253703
9.6,0.1194194442,0.1189253703
9.61,0.1194144062,0.1189131141
9.62,0.1194094182,0.1189131141
9.63,0.1194044799,0.1189131141
9.64,0.1193995907,0.1189131141
9.65,0.1193947502,0.1189131141
9.66,0.1193899579,0.1189131141
9.67,0.1193852132,0.1189131141
9.68,0.1193805157,0.1189131141
9.69,0.119375865,0.1189131141
9.7,0.1193712606,0.1189131141
9.71,0.1193665886,0.1189017221
9.72,0.1193619631,0.1189017221
9.73,0.1193573836,0.1189017221
9.74,0.1193528497,0.1189017221
9.75,0.1193483609,0.1189017221
9.76,0.1193439168,0.1189017221
9.77,0.1193395169,0.1189017221
9.78,0.1193351607,0.1189017221
9.79,0.1193308479,0.1189017221
9.8,0.1193265781,0.1189017221
9.81,0.1193222458,0.1188911796
9.82,0.1193179566,0.1188911796
9.83,0.1193137101,0.1188911796
9.84,0.1193095059,0.1188911796
9.85,0.1193053435,0.1188911796
9.86,0.1193012225,0.1188911796
9.87,0.1192971425,0.1188911796
9.88,0.1192931031,0.1188911796
9.89,0.1192891039,0.1188911796
9.9,0.1192851444,0.1188911796
9.91,0.1192811272,0.1188814119
9.92,0.11927715,0.1188814119
9.93,0.1192732124,0.1188814119
9.94,0.1192693139,0.1188814119
9.95,0.1192654542,0.1188814119
9.96,0.1192616329,0.1188814119
9.97,0.1192578496,0.1188814119
9.98,0.119254104,0.1188814119
9.99,0.1192503957,0.1188814119
10,0.1192467242,0.1188814119
