time,y_real,y_int,y_bool,y_over
8.38,1.739581381,8,0,1
8.39,1.729626149,8,0,1
8.4,1.719497957,8,0,1
8.41,1.709197816,8,0,1
8.42,1.698726757,8,0,1
8.43,1.688085827,8,0,1
8.44,1.677276089,8,0,1
8.45,1.666298625,8,0,1
8.46,1.655154533,8,0,1
8.47,1.643844927,8,0,1
8.48,1.632370937,8,0,1
8.49,1.620733712,8,0,1
8.5,1.608934415,8,0,1
8.51,1.596974225,8,0,1
8.52,1.58485434,8,0,1
8.53,1.57257597,8,0,1
8.54,1.560140344,8,0,1
8.55,1.547548706,8,0,1
8.56,1.534802314,8,0,1
8.57,1.521902443,8,0,1
8.58,1.508850383,8,0,1
8.59,1.495647439,8,0,1
8.6,1.482294931,8,0,1
8.61,1.468794196,8,0,1
8.62,1.455146582,8,0,1
8.63,1.441353455,8,0,1
8.64,1.427416193,8,0,1
8.65,1.413336191,8,0,1
8.66,1.399114857,8,0,1
8.67,1.384753613,8,0,1
8.68,1.370253894,8,0,1
8.69,1.355617151,8,0,1
8.7,1.340844847,8,0,1
8.71,1.32593846,8,0,1
8.72,1.31089948,8,0,1
8.73,1.295729412,8,0,1
8.74,1.280429771,8,0,1
8.75,1.265002089,8,0,1
8.76,1.249447908,8,0,1
8.77,1.233768782,8,0,1
8.78,1.217966281,8,0,1
8.79,1.202041984,8,0,1
8.8,1.185997484,8,0,1
8.81,1.169834386,8,0,1
8.82,1.153554305,8,0,1
8.83,1.137158869,8,0,1
8.84,1.120649718,8,0,1
8.85,1.104028504,8,0,1
8.86,1.087296887,8,0,1
8.87,1.070456542,8,0,1
8.88,1.053509152,8,0,1
8.89,1.036456412,8,0,1
8.9,1.019300027,8,0,1
8.91,1.002041713,8,0,1
8.92,0.9846831956,8,0,0
8.93,0.9672262106,8,0,0
8.94,0.949672504,8,0,0
8.95,0.9320238308,8,0,0
8.96,0.914281956,8,0,0
8.97,0.8964486538,8,0,0
8.98,0.8785257076,8,0,0
8.99,0.8605149094,8,0,0
9,0.8424180606,8,0,0
9.01,0.8242369704,9,0,0
9.02,0.8059734574,9,0,0
9.03,0.7876293478,9,0,0
9.04,0.7692064758,9,0,0
9.05,0.7507066838,9,0,0
9.06,0.7321318218,9,0,0
9.07,0.7134837472,9,0,0
9.08,0.6947643248,9,0,0
9.09,0.6759754264,9,0,0
9.1,0.6571189312,9,0,0
9.11,0.6381967246,9,0,0
9.12,0.619210699,9,0,0
9.13,0.6001627528,9,0,0
9.14,0.5810547906,9,0,0
9.15,0.5618887236,9,0,0
9.16,0.5426664682,9,0,0
9.17,0.5233899466,9,0,0
9.18,0.5040610864,9,0,0
9.19,0.4846818206,9,0,0
9.2,0.4652540868,9,0,0
9.21,0.4457798282,9,0,0
9.22,0.426260992,9,0,0
9.23,0.4066995298,9,0,0
9.24,0.3870973982,9,0,0
9.25,0.3674565572,9,0,0
9.26,0.3477789708,9,0,0
9.27,0.3280666068,9,0,0
9.28,0.3083214364,9,0,0
9.29,0.288545434,9,0,0
9.3,0.2687405774,9,0,0
9.31,0.248908847,9,0,0
9.32,0.229052226,9,0,0
9.33,0.2091726998,9,0,0
9.34,0.1892722565,9,0,0
9.35,0.1693528862,9,0,0
9.36,0.1494165808,9,0,0
9.37,0.1294653338,9,0,0
9.38,0.1095011404,9,0,0
9.39,0.08952599696,9,0,0
9.4,0.069541901,9,0,0
9.41,0.0495508509,9,0,0
9.42,0.02955484578,9,0,0
9.43,0.00955588518,9,0,0
9.44,-0.01044403099,9,1,0
9.45,-0.03044290278,9,1,0
9.46,-0.05043873028,9,1,0
9.47,-0.07042951398,9,1,0
9.48,-0.09041325476,9,1,0
9.49,-0.1103879543,9,1,0
9.5,-0.1303516151,9,1,0
9.51,-0.1503022409,9,1,0
9.52,-0.1702378366,9,1,0
9.53,-0.1901564087,9,1,0
9.54,-0.2100559652,9,1,0
9.55,-0.2299345164,9,1,0
9.56,-0.2497900742,9,1,0
9.57,-0.2696206534,9,1,0
9.58,-0.2894242706,9,1,0
9.59,-0.3091989456,9,1,0
9.6,-0.328942701,9,1,0
9.61,-0.3486535624,9,1,0
9.62,-0.3683295588,9,1,0
9.63,-0.3879687226,9,1,0
9.64,-0.4075690896,9,1,0
9.65,-0.4271287002,9,1,0
9.66,-0.4466455984,9,1,0
9.67,-0.4661178322,9,1,0
9.68,-0.4855434548,9,1,0
9.69,-0.5049205232,9,1,0
9.7,-0.5242471002,9,1,0
9.71,-0.5435212528,9,1,0
9.72,-0.5627410538,9,1,0
9.73,-0.5819045812,9,1,0
9.74,-0.6010099184,9,1,0
9.75,-0.6200551554,9,1,0
9.76,-0.6390383872,9,1,0
9.77,-0.6579577158,9,1,0
9.78,-0.6768112492,9,1,0
9.79,-0.695597102,9,1,0
9.8,-0.7143133956,9,1,0
9.81,-0.7329582586,9,1,0
9.82,-0.7515298262,9,1,0
9.83,-0.7700262416,9,1,0
9.84,-0.7884456548,9,1,0
9.85,-0.8067862244,9,1,0
9.86,-0.8250461158,9,1,0
9.87,-0.8432235034,9,1,0
9.88,-0.8613165694,9,1,0
9.89,-0.8793235044,9,1,0
9.9,-0.8972425076,9,1,0
9.91,-0.9150717876,9,1,0
9.92,-0.932809561,9,1,0
9.93,-0.9504540542,9,1,0
9.94,-0.968003503,9,1,0
9.95,-0.985456152,9,1,0
9.96,-1.002810256,9,1,0
9.97,-1.02006408,9,1,0
9.98,-1.037215899,9,1,0
9.99,-1.054263997,9,1,0
10,-1.071206669,9,1,0
