time,amp_i,speed_w_rel
8.73,1.618416366,211.1598618
8.74,1.614893577,211.2195751
8.75,1.611381514,211.2791065
8.76,1.607880144,211.3384567
8.77,1.604389435,211.3976262
8.78,1.600909355,211.4566155
8.79,1.597439871,211.5154251
8.8,1.593980951,211.5740557
8.81,1.590532563,211.6325077
8.82,1.587094674,211.6907817
8.83,1.583667253,211.7488783
8.84,1.580250268,211.806798
8.85,1.576843688,211.8645413
8.86,1.57344748,211.9221087
8.87,1.570061612,211.9795009
8.88,1.566686054,212.0367183
8.89,1.563320775,212.0937615
8.9,1.559965742,212.1506309
8.91,1.556620924,212.2073272
8.92,1.553286292,212.2638509
8.93,1.549961812,212.3202024
8.94,1.546647456,212.3763823
8.95,1.543343191,212.4323911
8.96,1.540048987,212.4882294
8.97,1.536764814,212.5438977
8.98,1.533490641,212.5993964
8.99,1.530226437,212.6547262
9,1.526972172,212.7098874
9.01,1.523727817,212.7648807
9.02,1.52049334,212.8197065
9.03,1.517268712,212.8743654
9.04,1.514053902,212.9288578
9.05,1.510848882,212.9831843
9.06,1.50765362,213.0373454
9.07,1.504468088,213.0913415
9.08,1.501292255,213.1451732
9.09,1.498126093,213.198841
9.1,1.494969571,213.2523453
9.11,1.491822661,213.3056868
9.12,1.488685333,213.3588658
9.13,1.485557558,213.4118828
9.14,1.482439307,213.4647384
9.15,1.479330551,213.5174331
9.16,1.476231261,213.5699673
9.17,1.473141408,213.6223415
9.18,1.470060963,213.6745562
9.19,1.466989899,213.726612
9.2,1.463928185,213.7785092
9.21,1.460875795,213.8302484
9.22,1.457832699,213.88183
9.23,1.454798869,213.9332546
9.24,1.451774277,213.9845225
9.25,1.448758895,214.0356344
9.26,1.445752695,214.0865906
9.27,1.442755648,214.1373916
9.28,1.439767728,214.188038
9.29,1.436788905,214.2385301
9.3,1.433819154,214.2888684
9.31,1.430858445,214.3390535
9.32,1.427906751,214.3890857
9.33,1.424964045,214.4389656
9.34,1.4220303,214.4886936
9.35,1.419105488,214.5382702
9.36,1.416189583,214.5876958
9.37,1.413282556,214.6369709
9.38,1.410384381,214.686096
9.39,1.407495031,214.7350714
9.4,1.40461448,214.7838977
9.41,1.401742699,214.8325754
9.42,1.398879663,214.8811048
9.43,1.396025346,214.9294864
9.44,1.393179719,214.9777207
9.45,1.390342758,215.0258081
9.46,1.387514436,215.0737491
9.47,1.384694725,215.1215441
9.48,1.381883601,215.1691935
9.49,1.379081037,215.2166979
9.5,1.376287007,215.2640575
9.51,1.373501484,215.311273
9.52,1.370724444,215.3583447
9.53,1.36795586,215.4052731
9.54,1.365195706,215.4520585
9.55,1.362443958,215.4987015
9.56,1.359700588,215.5452024
9.57,1.356965572,215.5915618
9.58,1.354238884,215.63778
9.59,1.3515205,215.6838574
9.6,1.348810393,215.7297945
9.61,1.346108538,215.7755917
9.62,1.343414911,215.8212495
9.63,1.340729485,215.8667683
9.64,1.338052238,215.9121484
9.65,1.335383142,215.9573903
9.66,1.332722174,216.0024945
9.67,1.330069309,216.0474613
9.68,1.327424523,216.0922912
9.69,1.324787789,216.1369846
9.7,1.322159085,216.1815418
9.71,1.319538386,216.2259634
9.72,1.316925666,216.2702498
9.73,1.314320903,216.3144012
9.74,1.311724071,216.3584182
9.75,1.309135147,216.4023012
9.76,1.306554106,216.4460506
9.77,1.303980925,216.4896667
9.78,1.301415579,216.53315
9.79,1.298858045,216.5765009
9.8,1.296308299,216.6197197
9.81,1.293766317,216.662807
9.82,1.291232076,216.7057631
9.83,1.288705551,216.7485883
9.84,1.286186721,216.7912832
9.85,1.28367556,216.833848
9.86,1.281172046,216.8762832
9.87,1.278676155,216.9185892
9.88,1.276187865,216.9607664
9.89,1.273707151,217.0028151
9.9,1.271233992,217.0447358
9.91,1.268768364,217.0865288
9.92,1.266310244,217.1281946
9.93,1.263859609,217.1697335
9.94,1.261416436,217.2111459
9.95,1.258980703,217.2524321
9.96,1.256552388,217.2935927
9.97,1.254131466,217.3346279
9.98,1.251717917,217.3755382
9.99,1.249311717,217.4163239
10,1.246912844,217.4569853
